orthodoxy,orthodoxy_1:07:00::_the quality of being orthodox (especially in religion),established/established%5:00:00:orthodox:00/conforming with accepted standards,traditional/traditional%5:00:00:orthodox:00/pertaining to time-honored orthodox doctrines,orthodox/orthodox%3:00:00::/adhering to what is commonly accepted,unorthodox/unorthodox%3:00:00::/breaking with convention or tradition,sanctioned/sanctioned%5:00:00:orthodox:00/conforming to orthodox or recognized rules,conformist/conformist%5:00:00:orthodox:00/adhering to established customs or doctrines (especially in religion),nonconformist/nonconformist%5:00:00:unorthodox:00/not conforming to established customs or doctrines especially in religion,dissident/dissident%5:00:00:unorthodox:00/characterized by departure from accepted beliefs or standards,recusant/recusant%5:00:00:unorthodox:00/(of Catholics) refusing to attend services of the Church of England,Reformed/reformed%5:00:00:unorthodox:00/of or relating to the body of Protestant Christianity arising during the Reformation; used of some Protestant churches especially Calvinist as distinct from Lutheran,antiheretical/antiheretical%5:00:00:orthodox:00/opposed to heresy,iconoclastic/iconoclastic%5:00:00:unorthodox:00/characterized by attack on established beliefs or institutions,unreformed/unreformed%5:00:00:orthodox:00/unaffected by the Reformation,,,,,,,
destructibility,destructibility_1:07:00::_vulnerability to destruction,indestructible/indestructible%3:00:00::/not easily destroyed,abolishable/abolishable%5:00:00:destructible:00/capable of being abolished,destroyable/destroyable%5:00:00:destructible:00/capable of being destroyed,destructible/destructible%3:00:00::/easily destroyed,undestroyable/undestroyable%5:00:00:indestructible:00/not capable of being destroyed,,,,,,,,,,,,,,,
appetizingness,appetizingness_1:07:00::_the property of stimulating the appetite,savory/savory%5:00:00:appetizing:00/pleasing to the sense of taste,appetizing/appetizing%3:00:00::/appealing to or stimulating the appetite especially in appearance or aroma,"unappetising/unappetising%3:00:00::/not appetizing in appearance, aroma, or taste",,,,,,,,,,,,,,,,,
taste,taste_1:09:01::_delicate discrimination (especially of aesthetic values),camp/camp%5:00:00:tasteless:02/providing sophisticated amusement by virtue of having artificially (and vulgarly) mannered or banal or sentimental qualities,artistic/artistic%5:00:00:tasteful:02/aesthetically pleasing,cheap/cheap%5:00:00:tasteless:02/tastelessly showy,pretentious/pretentious%5:00:00:tasteless:02/(of a display) tawdry or vulgar,tasteful/tasteful%3:00:02::/having or showing or conforming to good taste,barbaric/barbaric%5:00:00:tasteless:02/unrestrained and crudely rich,indelicate/indelicate%5:00:00:tasteless:02/in violation of good taste even verging on the indecent,tasteless/tasteless%3:00:02::/lacking aesthetic or social taste,understated/understated%5:00:00:tasteful:02/exhibiting restrained good taste,Brummagem/brummagem%5:00:00:tasteless:02/cheap and showy,,,,,,,,,,
orientation,orientation_1:24:00::_position or alignment relative to points of the compass or other specific directions,level/level%5:00:00:horizontal:00/being on a precise horizontal plane,flat/flat%5:00:00:horizontal:00/horizontally level,swimming/swimming%5:00:00:horizontal:00/applied to a fish depicted horizontally,inclined/inclined%3:00:01::/at an angle to the horizontal or vertical position,vertical/vertical%3:00:00::/at right angles to the plane of the horizon or a base line,leaning/leaning%5:00:00:inclined:01/departing or being caused to depart from the true vertical or horizontal,upright/upright%5:00:00:vertical:00/in a vertical position; not sloping,horizontal/horizontal%3:00:00::/parallel to or in the plane of the horizon or a base line,pitched/pitched%5:00:00:inclined:01/set at a slant,high-pitched/high-pitched%5:00:00:inclined:01/set at a sharp or high angle or slant,sloping/sloping%5:00:00:inclined:01/having an oblique or slanted direction,plumb/plumb%5:00:00:vertical:00/exactly vertical,salient/salient%5:00:00:inclined:01/represented as leaping (rampant but leaning forward),low-pitched/low-pitched%5:00:00:inclined:01/set at a low angle or slant,crosswise/crosswise%5:00:00:horizontal:00/in the shape of (a horizontal piece on) a cross,sidelong/sidelong%5:00:00:inclined:01/inclining or directed to one side,monoclinal/monoclinal%5:00:00:inclined:01/of a geological structure in which all strata are inclined in the same direction,skew/skew%5:00:00:inclined:01/having an oblique or slanting direction or position,upended/upended%5:00:00:vertical:00/turned up on end,
power,power_1:07:00::_possession of controlling influence,strong/strong%5:00:00:powerful:00/having or wielding force or authority,powerful/powerful%3:00:00::/having great power or force or potency or effect,"weak/weak%5:00:00:powerless:00/not having authority, political strength, or governing power",mighty/mighty%5:00:00:powerful:00/having or showing great strength or force or intensity,ruling/ruling%5:00:00:powerful:00/exercising power or authority,helpless/helpless%5:00:01:powerless:00/lacking in or deprived of strength or power,muscular/muscular%5:00:00:powerful:00/having or suggesting great physical power or force,compelling/compelling%5:00:00:powerful:00/driving or forcing,feeble/feeble%5:00:00:powerless:00/lacking strength,almighty/almighty%5:00:00:powerful:00/having unlimited power,powerless/powerless%3:00:00::/lacking power,coercive/coercive%5:00:00:powerful:00/serving or intended to coerce,puissant/puissant%5:00:00:powerful:00/powerful,low-powered/low-powered%5:00:00:powerless:00/having little power to do work,regent/regent%5:00:00:powerful:00/acting or functioning as a regent or ruler,,,,,
cheerfulness,cheerfulness_1:07:00::_the quality of being cheerful and dispelling gloom,dark/dark%5:00:00:depressing:00/causing dejection,glad/glad%5:00:00:cheerful:00/cheerful and bright,smiling/smiling%5:00:00:cheerful:00/smiling with happiness or optimism,gay/gay%5:00:00:cheerful:00/bright and pleasant; promoting a feeling of cheer,cheerful/cheerful%3:00:00::/being full of or promoting cheer; having or showing good spirits,melancholy/melancholy%5:00:00:depressing:00/grave or even gloomy in character,depressing/depressing%3:00:00::/causing sad feelings of gloom and inadequacy,blithe/blithe%5:00:00:cheerful:00/carefree and happy and lighthearted,buoyant/buoyant%5:00:00:cheerful:00/characterized by liveliness and lightheartedness,"jaunty/jaunty%5:00:00:cheerful:00/having a cheerful, lively, and self-confident air",,,,,,,,,,
state_of_matter,state_of_matter_1:26:00::_(chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container),solid/solid%3:00:01::/of definite shape and volume; firm; neither liquid nor gaseous,dry/dry%5:00:00:solid:01/used of solid substances in contrast with liquid ones,concrete/concrete%5:00:00:solid:01/formed by the coalescence of particles,liquid/liquid%3:00:00::/existing as or having characteristics of a liquid; especially tending to flow,fluid/fluid%5:00:00:liquid:00/characteristic of a fluid; capable of flowing and easily changing shape,congealed/congealed%5:00:00:solid:01/congealed into jelly; solidified by cooling,aerosolized/aerosolized%5:00:00:gaseous:00/in the form of ultramicroscopic solid or liquid particles dispersed or suspended in air or gas,watery/watery%5:00:00:liquid:00/relating to or resembling or consisting of water,evaporated/evaporated%5:00:00:gaseous:00/drawn off in the form of vapor,gaseous/gaseous%3:00:00::/existing as or having characteristics of a gas,gassy/gassy%5:00:00:gaseous:00/resembling gas,solid-state/solid-state%5:00:02:solid:01/characteristic of or relating to the physical properties of solid materials especially electromagnetic or thermodynamic or structural properties of crystalline solids,aeriform/aeriform%5:00:00:gaseous:00/resembling air or having the form of air,coagulated/coagulated%5:00:00:solid:01/changed into a solid mass,liquefiable/liquefiable%5:00:00:liquid:00/capable of being liquefied,semiliquid/semiliquid%5:00:00:liquid:00/somewhat liquid,semisolid/semisolid%5:00:00:solid:01/partly solid; having a rigidity and viscosity intermediate between a solid and a liquid,vaporific/vaporific%5:00:00:gaseous:00/resembling or characteristic of vapor,,
motion,motion_1:26:00::_a state of change,still/still%5:00:01:nonmoving:00/not in physical motion,set/set%5:00:00:nonmoving:00/fixed and unmoving,moving/moving%3:00:02::/in motion,sitting/sitting%5:00:00:nonmoving:00/not moving and therefore easy to attack,mobile/mobile%5:00:00:moving:02/having transportation available,flying/flying%5:00:00:moving:02/moving swiftly,frozen/frozen%5:00:00:nonmoving:00/absolutely still,restless/restless%5:00:00:moving:02/ceaselessly in motion,blown/blown%5:00:00:moving:02/being moved or acted upon by moving air or vapor,automotive/automotive%5:00:00:moving:02/containing within itself the means of propulsion or movement,kinetic/kinetic%5:00:00:moving:02/characterized by motion,writhing/writhing%5:00:00:moving:02/moving in a twisting or snake-like or wormlike fashion,inert/inert%5:00:00:nonmoving:00/unable to move or resist motion,flaring/flaring%5:00:00:moving:02/streaming or flapping or spreading wide as if in a current of air,oncoming/oncoming%5:00:00:moving:02/moving toward one,stationary/stationary%5:00:00:nonmoving:00/standing still,afoot/afoot%5:00:00:moving:02/traveling by foot,becalmed/becalmed%5:00:00:nonmoving:00/rendered motionless for lack of wind,ahorse/ahorse%5:00:00:moving:02/traveling on horseback,awheel/awheel%5:00:00:moving:02/traveling by wheeled vehicle such as bicycle or automobile e.g.
regularity,regularity_1:07:00::_the quality of being characterized by a fixed principle or rate,strong/strong%5:00:00:irregular:00/of verbs not having standard (or regular) inflection,stock/stock%5:00:00:regular:00/regularly and widely used or sold,regular/regular%3:00:00::/in accordance with fixed order or procedure or principle,"official/official%5:00:00:regular:00/conforming to set usage, procedure, or discipline",uniform/uniform%5:00:00:regular:00/evenly spaced,occasional/occasional%5:00:00:irregular:00/occurring from time to time,weak/weak%5:00:00:regular:00/(used of verbs) having standard (or regular) inflection,irregular/irregular%3:00:00::/contrary to rule or accepted order or general practice,timed/timed%5:00:00:regular:00/regularly spaced in time,crooked/crooked%5:00:00:irregular:00/irregular in shape or outline,"unconventional/unconventional%5:00:00:irregular:00/not conforming to legality, moral law, or social convention",lawful/lawful%5:00:00:regular:00/according to custom or rule or natural law,first-string/first-string%5:00:00:regular:00/of members of a team; not substitutes,randomised/randomised%5:00:00:irregular:00/set up or distributed in a deliberately random way,well-ordered/well-ordered%5:00:00:regular:00/ordered well,,,,,
intelligence,intelligence_1:09:00::_the ability to comprehend; to understand and profit from experience,natural/natural%5:00:00:intelligent:00/being talented through inherited qualities,ready/ready%5:00:00:intelligent:00/apprehending and responding with speed and sensitivity,bright/bright%5:00:00:intelligent:00/characterized by quickness and ease in learning,brilliant/brilliant%5:00:00:intelligent:00/having or marked by unusual and impressive intelligence,intelligent/intelligent%3:00:00::/having the capacity for thought and reason especially to a high degree,stupid/stupid%3:00:02::/lacking intelligence,"searching/searching%5:00:00:intelligent:00/having keenness and forcefulness and penetration in thought, expression, or intellect",clever/clever%5:00:00:intelligent:00/mentally quick and resourceful,headless/headless%5:00:00:unintelligent:00/not using intelligence,agile/agile%5:00:00:intelligent:00/mentally quick,scintillating/scintillating%5:00:00:intelligent:00/brilliantly clever,prehensile/prehensile%5:00:00:intelligent:00/having a keen intellect,,,,,,,,
generality,generality_1:07:00::_the quality of being general or widespread or having general applicability,general/general%3:00:00::/applying to all or most members of a category or group,special/special%5:00:00:specific:00/having a specific function or scope,particular/particular%5:00:02:specific:00/separate and distinct from others of the same group or category,proper/proper%5:00:00:specific:00/limited to the thing specified,broad/broad%5:00:00:general:00/not detailed or specific,gross/gross%5:00:00:general:00/lacking fine distinctions or detail,unique/unique%5:00:00:specific:00/(followed by `to') applying exclusively to a given category or condition or locality,universal/universal%5:00:00:general:00/applicable to or common to all members of a group or set,widespread/widespread%5:00:00:general:00/widely circulated or diffused,overall/overall%5:00:00:general:00/involving only main features,pandemic/pandemic%5:00:00:general:00/existing everywhere,all-purpose/all-purpose%5:00:00:general:00/not limited in use or function,ad_hoc/ad_hoc%5:00:00:specific:00/for or concerned with one specific purpose,circumstantial/circumstantial%5:00:00:specific:00/fully detailed and specific about particulars,,,,,,
